year;gender;source_form;rank;district_code;flagged
2022;F;Сара;3;juznobacka;0
2022;M;Стефан;3;juznobacka;0
2022;F;Милица;4;juznobacka;0
2022;M;Вук;4;juznobacka;0
2022;F;Дуња;5;juznobacka;0
2022;M;Урош;5;juznobacka;0
2022;F;Теодора;6;juznobacka;0
2022;M;Богдан;6;juznobacka;0
2022;F;Уна;7;juznobacka;0
2022;M;Душан;7;juznobacka;0
2022;F;Ана;8;juznobacka;0
2022;M;Михајло;8;juznobacka;0
2022;F;Ленка;9;juznobacka;0
2022;M;Василије;9;juznobacka;0
2022;F;Нађа;10;juznobacka;0
2022;M;Никола;10;juznobacka;0
2022;F;Милица;1;severnobanatska;0
2022;M;Лука;1;severnobanatska;0
2022;F;Петра;2;severnobanatska;0
2022;M;Јован;2;severnobanatska;0
2022;F;Лена;3;severnobanatska;0
2022;M;Лазар;3;severnobanatska;0
2022;F;Мила;4;severnobanatska;0
2022;M;Михајло;4;severnobanatska;0
2022;F;Софија;5;severnobanatska;0
2022;M;Никола;5;severnobanatska;0
2022;F;Сара;6;severnobanatska;0
2022;M;Адам;6;severnobanatska;0
2022;F;Елена;7;severnobanatska;0
2022;M;Арон;7;severnobanatska;0
2022;F;Дуња;8;severnobanatska;0
2022;M;Виктор;8;severnobanatska;0
2022;F;Миа;9;severnobanatska;0
2022;M;Вукан;9;severnobanatska;0
2022;F;Николина;10;severnobanatska;0
2022;M;Вукашин;10;severnobanatska;0
2022;F;Софија;1;severnobacka;0
2022;M;Лука;1;severnobacka;0
2022;F;Теодора;2;severnobacka;0
2022;M;Алекса;2;severnobacka;0
2022;F;Хана;3;severnobacka;0
2022;M;Лазар;3;severnobacka;0
2022;F;Ема;4;severnobacka;0
2022;M;Стефан;4;severnobacka;0
2022;F;Милица;5;severnobacka;0
2022;M;Филип;5;severnobacka;0
2022;F;Петра;6;severnobacka;0
2022;M;Вук;6;severnobacka;0
2022;F;Сара;7;severnobacka;0
2022;M;Давид;7;severnobacka;0
2022;F;Миа;8;severnobacka;0
2022;M;Никола;8;severnobacka;0
2022;F;Мила;9;severnobacka;0
2022;M;Василије;9;severnobacka;0
2022;F;Уна;10;severnobacka;0
2022;M;Оливер;10;severnobacka;0
2022;F;Софија;1;srednjobanatska;0
2022;M;Лазар;1;srednjobanatska;0
2022;F;Сара;2;srednjobanatska;0
2022;M;Стефан;2;srednjobanatska;0
2022;F;Теодора;3;srednjobanatska;0
2022;M;Вук;3;srednjobanatska;0
2022;F;Мила;4;srednjobanatska;0
2022;M;Лука;4;srednjobanatska;0
2022;F;Николина;5;srednjobanatska;0
2022;M;Никола;5;srednjobanatska;0
2022;F;Уна;6;srednjobanatska;0
2022;M;Алекса;6;srednjobanatska;0
2022;F;Маша;7;srednjobanatska;0
2022;M;Василије;7;srednjobanatska;0
2022;F;Дарија;8;srednjobanatska;0
2022;M;Михајло;8;srednjobanatska;0
2022;F;Милица;9;srednjobanatska;0
2022;M;Богдан;9;srednjobanatska;0
2022;F;Ана;10;srednjobanatska;0
2022;M;Вукашин;10;srednjobanatska;0
2022;F;Дуња;1;sremska;0
2022;M;Лазар;1;sremska;0
2022;F;Софија;2;sremska;0
2022;M;Лука;2;sremska;0
2022;F;Милица;3;sremska;0
2022;M;Михајло;3;sremska;0
2022;F;Нађа;4;sremska;0
2022;M;Стефан;4;sremska;0
2022;F;Мила;5;sremska;0
2022;M;Вук;5;sremska;0
2022;F;Сара;6;sremska;0
2022;M;Алекса;6;sremska;0
2022;F;Ана;7;sremska;0
2022;M;Богдан;7;sremska;0
2022;F;Анастасија;8;sremska;0
2022;M;Душан;8;sremska;0
2022;F;Ленка;9;sremska;0
2022;M;Василије;9;sremska;0
2022;F;Теодора;10;sremska;0
2022;M;Јован;10;sremska;0
2022;F;Дуња;1;zlatiborska;0
2022;M;Лука;1;zlatiborska;0
2022;F;Сара;2;zlatiborska;0
2022;M;Василије;2;zlatiborska;0
2022;F;Софија;3;zlatiborska;0
2022;M;Богдан;3;zlatiborska;0
2022;F;Милица;4;zlatiborska;0
2022;M;Душан;4;zlatiborska;0
2022;F;Николина;5;zlatiborska;0
2022;M;Лазар;5;zlatiborska;0
2022;F;Нађа;6;zlatiborska;0
2022;M;Алекса;6;zlatiborska;0
2022;F;Калина;7;zlatiborska;0
2022;M;Вук;7;zlatiborska;0
2022;F;Мила;8;zlatiborska;0
2022;M;Стефан;8;zlatiborska;0
2022;F;Ања;9;zlatiborska;0
2022;M;Вукан;9;zlatiborska;0
2022;F;Маша;10;zlatiborska;0
2022;M;Јован;10;zlatiborska;0
2022;F;Софија;1;kolubarska;0
2022;M;Лука;1;kolubarska;0
2022;F;Дуња;2;kolubarska;0
2022;M;Богдан;2;kolubarska;0
2022;F;Теодора;3;kolubarska;0
2022;M;Василије;3;kolubarska;0
2022;F;Емилија;4;kolubarska;0
2022;M;Лазар;4;kolubarska;0
2022;F;Нина;5;kolubarska;0
2022;M;Алекса;5;kolubarska;0
2022;F;Мила;6;kolubarska;0
2022;M;Вук;6;kolubarska;0
2022;F;Николина;7;kolubarska;0
2022;M;Огњен;7;kolubarska;0
2022;F;Нађа;8;kolubarska;0
2022;M;Алексеј;8;kolubarska;0
2022;F;Ленка;9;kolubarska;0
2022;M;Виктор;9;kolubarska;0
2022;F;Хелена;10;kolubarska;0
2022;M;Јаков;10;kolubarska;0
2022;F;Софија;1;macvanska;0
2022;M;Лазар;1;macvanska;0
2022;F;Мила;2;macvanska;0
2022;M;Лука;2;macvanska;0
2022;F;Нађа;3;macvanska;0
2022;M;Василије;3;macvanska;0
2022;F;Анђела;4;macvanska;0
2022;M;Богдан;4;macvanska;0
2022;F;Магдалена;5;macvanska;0
2022;M;Павле;5;macvanska;0
2022;F;Милица;6;macvanska;0
2022;M;Стефан;6;macvanska;0
2022;F;Сара;7;macvanska;0
2022;M;Вук;7;macvanska;0
2022;F;Теодора;8;macvanska;0
2022;M;Вукан;8;macvanska;0
2022;F;Дуња;9;macvanska;0
2022;M;Никола;9;macvanska;0
2022;F;Ленка;10;macvanska;0
2022;M;Вукашин;10;macvanska;0
2022;F;Софија;1;moravicka;0
2022;M;Богдан;1;moravicka;0
2022;F;Дуња;2;moravicka;0
2022;M;Василије;2;moravicka;0
2022;F;Сара;3;moravicka;0
2022;M;Лука;3;moravicka;0
2022;F;Мила;4;moravicka;0
2022;M;Лазар;4;moravicka;0
2022;F;Нађа;5;moravicka;0
2022;M;Вукан;5;moravicka;0
2022;F;Теодора;6;moravicka;0
2022;M;Вукашин;6;moravicka;0
2022;F;Андреа;7;moravicka;0
2022;M;Алекса;7;moravicka;0
2022;F;Магдалена;8;moravicka;0
2022;M;Павле;8;moravicka;0
2022;F;Милица;9;moravicka;0
2022;M;Стефан;9;moravicka;0
2022;F;Николина;10;moravicka;0
2022;M;Михаило;10;moravicka;0
2022;F;Софија;1;pomoravska;0
2022;M;Василије;1;pomoravska;0
2022;F;Мила;2;pomoravska;0
2022;M;Лука;2;pomoravska;0
2022;F;Дуња;3;pomoravska;0
2022;M;Лазар;3;pomoravska;0
2022;F;Анђелија;4;pomoravska;0
2022;M;Јаков;4;pomoravska;0
2022;F;Маша;5;pomoravska;0
2022;M;Вук;5;pomoravska;0
2022;F;Петра;6;pomoravska;0
2022;M;Вукан;6;pomoravska;0
2022;F;Хелена;7;pomoravska;0
2022;M;Алекса;7;pomoravska;0
2022;F;Ленка;8;pomoravska;0
2022;M;Михајло;8;pomoravska;0
2022;F;Теодора;9;pomoravska;0
2022;M;Илија;9;pomoravska;0
2022;F;Уна;10;pomoravska;0
2022;M;Павле;10;pomoravska;0
2022;F;Софија;1;rasinska;0
2022;M;Василије;1;rasinska;0
2022;F;Мила;2;rasinska;0
2022;M;Лука;2;rasinska;0
2022;F;Дуња;3;rasinska;0
2022;M;Вукан;3;rasinska;0
2022;F;Хелена;4;rasinska;0
2022;M;Лазар;4;rasinska;0
2022;F;Ленка;5;rasinska;0
2022;M;Павле;5;rasinska;0
2022;F;Сара;6;rasinska;0
2022;M;Огњен;6;rasinska;0
2022;F;Дарија;7;rasinska;0
2022;M;Михајло;7;rasinska;0
2022;F;Уна;8;rasinska;0
2022;M;Алекса;8;rasinska;0
2022;F;Ања;9;rasinska;0
2022;M;Давид;9;rasinska;0
2022;F;Мина;10;rasinska;0
2022;M;Богдан;10;rasinska;0
2022;F;Мерјем;1;raska;0
2022;M;Мехмед;1;raska;0
2022;F;Софија;2;raska;0
2022;M;Вукан;2;raska;0
2022;F;Дуња;3;raska;0
2022;M;Јусуф;3;raska;0
2022;F;Хана;4;raska;0
2022;M;Лука;4;raska;0
2022;F;Сара;5;raska;0
2022;M;Малик;5;raska;0
2022;F;Џана;6;raska;0
2022;M;Василије;6;raska;0
2022;F;Асија;7;raska;0
2022;M;Ахмед;7;raska;0
2022;F;Мина;8;raska;0
2022;M;Павле;8;raska;0
2022;F;Алина;9;raska;0
2022;M;Вук;9;raska;0
2022;F;Ленка;10;raska;0
2022;M;Хамза;10;raska;0
2022;F;Софија;1;sumadijska;0
2022;M;Богдан;1;sumadijska;0
2022;F;Дуња;2;sumadijska;0
2022;M;Лука;2;sumadijska;0
2022;F;Сара;3;sumadijska;0
2022;M;Василије;3;sumadijska;0
2022;F;Мила;4;sumadijska;0
2022;M;Вук;4;sumadijska;0
2022;F;Милица;5;sumadijska;0
2022;M;Лазар;5;sumadijska;0
2022;F;Калина;6;sumadijska;0
2022;M;Филип;6;sumadijska;0
2022;F;Нађа;7;sumadijska;0
2022;M;Вукан;7;sumadijska;0
2022;F;Дарија;8;sumadijska;0
2022;M;Павле;8;sumadijska;0
2022;F;Ленка;9;sumadijska;0
2022;M;Петар;9;sumadijska;0
2022;F;Теодора;10;sumadijska;0
2022;M;Алекса;10;sumadijska;0
2022;F;Мила;1;borska;0
2022;M;Лука;1;borska;0
2022;F;Софија;2;borska;0
2022;M;Лазар;2;borska;0
2022;F;Дуња;3;borska;0
2022;M;Урош;3;borska;0
2022;F;Милица;4;borska;0
2022;M;Михајло;4;borska;0
2022;F;Николина;5;borska;0
2022;M;Алекса;5;borska;0
2022;F;Дарија;6;borska;0
2022;M;Павле;6;borska;0
2022;F;Јана;7;borska;0
2022;M;Петар;7;borska;0
2022;F;Хелена;8;borska;0
2022;M;Тадија;8;borska;0
2022;F;Ленка;9;borska;0
2022;M;Богдан;9;borska;0
2022;F;Ања;10;borska;0
2022;M;Вук;10;borska;0
2022;F;Софија;1;branicevska;0
2022;M;Богдан;1;branicevska;0
2022;F;Теодора;2;branicevska;0
2022;M;Василије;2;branicevska;0
2022;F;Нађа;3;branicevska;0
2022;M;Лука;3;branicevska;0
2022;F;Мила;4;branicevska;0
2022;M;Лазар;4;branicevska;0
2022;F;Дуња;5;branicevska;0
2022;M;Михајло;5;branicevska;0
2022;F;Сара;6;branicevska;0
2022;M;Вук;6;branicevska;0
2022;F;Даница;7;branicevska;0
2022;M;Душан;7;branicevska;0
2022;F;Тара;8;branicevska;0
2022;M;Петар;8;branicevska;0
2022;F;Дарија;9;branicevska;0
2022;M;Павле;9;branicevska;0
2022;F;Ленка;10;branicevska;0
2022;M;Тадија;10;branicevska;0
2022;F;Дуња;1;zajecarska;0
2022;M;Лука;1;zajecarska;0
2022;F;Сара;2;zajecarska;0
2022;M;Димитрије;2;zajecarska;0
2022;F;Мила;3;zajecarska;0
2022;M;Богдан;3;zajecarska;0
2022;F;Нађа;4;zajecarska;0
2022;M;Вукан;4;zajecarska;0
2022;F;Софија;5;zajecarska;0
2022;M;Лазар;5;zajecarska;0
2022;F;Уна;6;zajecarska;0
2022;M;Урош;6;zajecarska;0
2022;F;Калина;7;zajecarska;0
2022;M;Михајло;7;zajecarska;0
2022;F;Ленка;8;zajecarska;0
2022;M;Петар;8;zajecarska;0
2022;F;Неда;9;zajecarska;0
2022;M;Сава;9;zajecarska;0
2022;F;Николина;10;zajecarska;0
2022;M;Андреј;10;zajecarska;0
2022;F;Софија;1;jablanicka;0
2022;M;Лука;1;jablanicka;0
2022;F;Мила;2;jablanicka;0
2022;M;Лазар;2;jablanicka;0
2022;F;Сара;3;jablanicka;0
2022;M;Стефан;3;jablanicka;0
2022;F;Милица;4;jablanicka;0
2022;M;Вук;4;jablanicka;0
2022;F;Дуња;5;jablanicka;0
2022;M;Урош;5;jablanicka;0
2022;F;Теодора;6;jablanicka;0
2022;M;Богдан;6;jablanicka;0
2022;F;Уна;7;jablanicka;0
2022;M;Душан;7;jablanicka;0
2022;F;Ана;8;jablanicka;0
2022;M;Михајло;8;jablanicka;0
2022;F;Ленка;9;jablanicka;0
2022;M;Василије;9;jablanicka;0
2022;F;Нађа;10;jablanicka;0
2022;M;Никола;10;jablanicka;0
2022;F;Мила;1;nisavska;0
2022;M;Василије;1;nisavska;0
2022;F;Софија;2;nisavska;0
2022;M;Лука;2;nisavska;0
2022;F;Дуња;3;nisavska;0
2022;M;Богдан;3;nisavska;0
2022;F;Дарија;4;nisavska;0
2022;M;Вук;4;nisavska;0
2022;F;Хелена;5;nisavska;0
2022;M;Андреј;5;nisavska;0
2022;F;Данка;6;nisavska;0
2022;M;Лазар;6;nisavska;0
2022;F;Николина;7;nisavska;0
2022;M;Михајло;7;nisavska;0
2022;F;Уна;8;nisavska;0
2022;M;Вукан;8;nisavska;0
2022;F;Вера;9;nisavska;0
2022;M;Тадија;9;nisavska;0
2022;F;Тара;10;nisavska;0
2022;M;Павле;10;nisavska;0
2022;F;Лена;1;pirotska;0
2022;M;Василије;1;pirotska;0
2022;F;Дина;2;pirotska;0
2022;M;Лука;2;pirotska;0
2022;F;Дуња;3;pirotska;0
2022;M;Лазар;3;pirotska;0
2022;F;Неда;4;pirotska;0
2022;M;Михајло;4;pirotska;0
2022;F;Миа;5;pirotska;0
2022;M;Вук;5;pirotska;0
2022;F;Петра;6;pirotska;0
2022;M;Павле;6;pirotska;0
2022;F;Сара;7;pirotska;0
2022;M;Петар;7;pirotska;0
2022;F;Сташа;8;pirotska;0
2022;M;Богдан;8;pirotska;0
2022;F;Дарија;9;pirotska;0
2022;M;Константин;9;pirotska;0
2022;F;Елена;10;pirotska;0
2022;M;Алекса;10;pirotska;0
2022;F;Софија;1;podunavska;0
2022;M;Василије;1;podunavska;0
2022;F;Уна;2;podunavska;0
2022;M;Лука;2;podunavska;0
2022;F;Мила;3;podunavska;0
2022;M;Вук;3;podunavska;0
2022;F;Дуња;4;podunavska;0
2022;M;Лазар;4;podunavska;0
2022;F;Теодора;5;podunavska;0
2022;M;Вукан;5;podunavska;0
2022;F;Милица;6;podunavska;0
2022;M;Петар;6;podunavska;0
2022;F;Николина;7;podunavska;0
2022;M;Павле;7;podunavska;0
2022;F;Петра;8;podunavska;0
2022;M;Алекса;8;podunavska;0
2022;F;Хелена;9;podunavska;0
2022;M;Богдан;9;podunavska;0
2022;F;Нађа;10;podunavska;0
2022;M;Страхиња;10;podunavska;0
2022;F;Софија;1;pcinjska;0
2022;M;Василије;1;pcinjska;0
2022;F;Даница;2;pcinjska;0
2022;M;Лука;2;pcinjska;0
2022;F;Дарија;3;pcinjska;0
2022;M;Петар;3;pcinjska;0
2022;F;Лена;4;pcinjska;0
2022;M;Лазар;4;pcinjska;0
2022;F;Мила;5;pcinjska;0
2022;M;Павле;5;pcinjska;0
2022;F;Хана;6;pcinjska;0
2022;M;Вукан;6;pcinjska;0
2022;F;Анђелија;7;pcinjska;0
2022;M;Јаков;7;pcinjska;0
2022;F;Вера;8;pcinjska;0
2022;M;Тадија;8;pcinjska;0
2022;F;Дуња;9;pcinjska;0
2022;M;Богдан;9;pcinjska;0
2022;F;Маша;10;pcinjska;0
2022;M;Јован;10;pcinjska;0
2022;F;Маша;1;toplicka;0
2022;M;Богдан;1;toplicka;0
2022;F;Мила;2;toplicka;0
2022;M;Василије;2;toplicka;0
2022;F;Милица;3;toplicka;0
2022;M;Вукан;3;toplicka;0
2022;F;Нађа;4;toplicka;0
2022;M;Лазар;4;toplicka;0
2022;F;Неда;5;toplicka;0
2022;M;Алекса;5;toplicka;0
2022;F;Срна;6;toplicka;0
2022;M;Јаков;6;toplicka;0
2022;F;Дуња;7;toplicka;0
2022;M;Вук;7;toplicka;0
2022;F;Лена;8;toplicka;0
2022;M;Михајло;8;toplicka;0
2022;F;Уна;9;toplicka;0
2022;M;Димитрије;9;toplicka;0
2022;F;Магдалена;10;toplicka;0
2022;M;Лука;10;toplicka;0
