year;gender;source_form;rank;district_code;flagged
2023;M;Михајло;5;branicevska;0
2023;F;Николина;6;branicevska;0
2023;M;Василије;6;branicevska;0
2023;F;Даница;7;branicevska;0
2023;M;Стефан;7;branicevska;0
2023;F;Дарија;8;branicevska;0
2023;M;Андреј;8;branicevska;0
2023;F;Тара;9;branicevska;0
2023;M;Душан;9;branicevska;0
2023;F;Уна;10;branicevska;0
2023;M;Алекса;10;branicevska;0
2023;F;Софија;1;zajecarska;0
2023;M;Лазар;1;zajecarska;0
2023;F;Дуња;2;zajecarska;0
2023;M;Алекса;2;zajecarska;0
2023;F;Мила;3;zajecarska;0
2023;M;Вукан;3;zajecarska;0
2023;F;Нина;4;zajecarska;0
2023;M;Богдан;4;zajecarska;0
2023;F;Вера;5;zajecarska;0
2023;M;Јаков;5;zajecarska;0
2023;F;Даница;6;zajecarska;0
2023;M;Василије;6;zajecarska;0
2023;F;Петра;7;zajecarska;0
2023;M;Михајло;7;zajecarska;0
2023;F;Сара;8;zajecarska;0
2023;M;Димитрије;8;zajecarska;0
2023;F;Миа;9;zajecarska;0
2023;M;Никола;9;zajecarska;0
2023;F;Анђелија;10;zajecarska;0
2023;M;Душан;10;zajecarska;0
2023;F;Дуња;1;jablanicka;0
2023;M;Лука;1;jablanicka;0
2023;F;Мила;2;jablanicka;0
2023;M;Василије;2;jablanicka;0
2023;F;Маша;3;jablanicka;0
2023;M;Вукан;3;jablanicka;0
2023;F;Теодора;4;jablanicka;0
2023;M;Петар;4;jablanicka;0
2023;F;Данка;5;jablanicka;0
2023;M;Богдан;5;jablanicka;0
2023;F;Неда;6;jablanicka;0
2023;M;Јаков;6;jablanicka;0
2023;F;Тара;7;jablanicka;0
2023;M;Алекса;7;jablanicka;0
2023;F;Нађа;8;jablanicka;0
2023;M;Лазар;8;jablanicka;0
2023;F;Дарија;9;jablanicka;0
2023;M;Павле;9;jablanicka;0
2023;F;Николина;10;jablanicka;0
2023;M;Јован;10;jablanicka;0
2023;F;Мила;1;nisavska;0
2023;M;Василије;1;nisavska;0
2023;F;Софија;2;nisavska;0
2023;M;Лука;2;nisavska;0
2023;F;Маша;3;nisavska;0
2023;M;Богдан;3;nisavska;0
2023;F;Дуња;4;nisavska;0
2023;M;Павле;4;nisavska;0
2023;F;Хелена;5;nisavska;0
2023;M;Јаков;5;nisavska;0
2023;F;Тара;6;nisavska;0
2023;M;Андреј;6;nisavska;0
2023;F;Нађа;7;nisavska;0
2023;M;Вук;7;nisavska;0
2023;F;Теодора;8;nisavska;0
2023;M;Тадија;8;nisavska;0
2023;F;Неда;9;nisavska;0
2023;M;Петар;9;nisavska;0
2023;F;Петра;10;nisavska;0
2023;M;Вукан;10;nisavska;0
2023;F;Софија;1;pirotska;0
2023;M;Лука;1;pirotska;0
2023;F;Калина;2;pirotska;0
2023;M;Вукан;2;pirotska;0
2023;F;Мила;3;pirotska;0
2023;M;Тадија;3;pirotska;0
2023;F;Николина;4;pirotska;0
2023;M;Алексеј;4;pirotska;0
2023;F;Вера;5;pirotska;0
2023;M;Богдан;5;pirotska;0
2023;F;Ива;6;pirotska;0
2023;M;Лазар;6;pirotska;0
2023;F;Милица;7;pirotska;0
2023;M;Новак;7;pirotska;0
2023;F;Тара;8;pirotska;0
2023;M;Огњен;8;pirotska;0
2023;F;Хелена;9;pirotska;0
2023;M;Павле;9;pirotska;0
2023;F;Анђелија;10;pirotska;0
2023;M;Василије;10;pirotska;0
2023;F;Софија;1;podunavska;0
2023;M;Василије;1;podunavska;0
2023;F;Дарија;2;podunavska;0
2023;M;Лазар;2;podunavska;0
2023;F;Дуња;3;podunavska;0
2023;M;Богдан;3;podunavska;0
2023;F;Јана;4;podunavska;0
2023;M;Павле;4;podunavska;0
2023;F;Тара;5;podunavska;0
2023;M;Лука;5;podunavska;0
2023;F;Мила;6;podunavska;0
2023;M;Михајло;6;podunavska;0
2023;F;Николина;7;podunavska;0
2023;M;Вук;7;podunavska;0
2023;F;Теодора;8;podunavska;0
2023;M;Вукан;8;podunavska;0
2023;F;Хелена;9;podunavska;0
2023;M;Филип;9;podunavska;0
2023;F;Даница;10;podunavska;0
2023;M;Алекса;10;podunavska;0
2023;F;Мила;1;pcinjska;0
2023;M;Василије;1;pcinjska;0
2023;F;Даница;2;pcinjska;0
2023;M;Павле;2;pcinjska;0
2023;F;Петра;3;pcinjska;0
2023;M;Вукан;3;pcinjska;0
2023;F;Софија;4;pcinjska;0
2023;M;Лука;4;pcinjska;0
2023;F;Лена;5;pcinjska;0
2023;M;Лазар;5;pcinjska;0
2023;F;Богдана;6;pcinjska;0
2023;M;Тадија;6;pcinjska;0
2023;F;Дуња;7;pcinjska;0
2023;M;Јован;7;pcinjska;0
2023;F;Нађа;8;pcinjska;0
2023;M;Михајло;8;pcinjska;0
2023;F;Николина;9;pcinjska;0
2023;M;Петар;9;pcinjska;0
2023;F;Уна;10;pcinjska;0
2023;M;Андреј;10;pcinjska;0
2023;F;Софија;1;toplicka;0
2023;M;Василије;1;toplicka;0
2023;F;Анђелија;2;toplicka;0
2023;M;Богдан;2;toplicka;0
2023;F;Дарија;3;toplicka;0
2023;M;Вукан;3;toplicka;0
2023;F;Маша;4;toplicka;0
2023;M;Јаков;4;toplicka;0
2023;F;Мила;5;toplicka;0
2023;M;Тадија;5;toplicka;0
2023;F;Сара;6;toplicka;0
2023;M;Вук;6;toplicka;0
2023;F;Уна;7;toplicka;0
2023;M;Ђорђе;7;toplicka;0
2023;F;Вера;8;toplicka;0
2023;M;Михајло;8;toplicka;0
2023;F;Елена;9;toplicka;0
2023;M;Константин;9;toplicka;0
2023;F;Неда;10;toplicka;0
2023;M;Лазар;10;toplicka;0
