year;gender;source_form;rank;district_code;flagged
2024;F;Ленка;8;juznobanatska;0
2024;M;Јаков;8;juznobanatska;0
2024;F;Анастасија;9;juznobanatska;0
2024;M;Филип;9;juznobanatska;0
2024;F;Дарија;10;juznobanatska;0
2024;M;Душан;10;juznobanatska;0
2024;F;Софија;1;juznobacka;0
2024;M;Лука;1;juznobacka;0
2024;F;Дуња;2;juznobacka;0
2024;M;Лазар;2;juznobacka;0
2024;F;Теодора;3;juznobacka;0
2024;M;Василије;3;juznobacka;0
2024;F;Уна;4;juznobacka;0
2024;M;Богдан;4;juznobacka;0
2024;F;Тара;5;juznobacka;0
2024;M;Стефан;5;juznobacka;0
2024;F;Мила;6;juznobacka;0
2024;M;Урош;6;juznobacka;0
2024;F;Милица;7;juznobacka;0
2024;M;Михајло;7;juznobacka;0
2024;F;Сара;8;juznobacka;0
2024;M;Вук;8;juznobacka;0
2024;F;Маша;9;juznobacka;0
2024;M;Душан;9;juznobacka;0
2024;F;Нађа;10;juznobacka;0
2024;M;Филип;10;juznobacka;0
2024;F;Ема;1;severnobanatska;0
2024;M;Јован;1;severnobanatska;0
2024;F;Софија;2;severnobanatska;0
2024;M;Милан;2;severnobanatska;0
2024;F;Милица;3;severnobanatska;0
2024;M;Алексеј;3;severnobanatska;0
2024;F;Нађа;4;severnobanatska;0
2024;M;Богдан;4;severnobanatska;0
2024;F;Ана;5;severnobanatska;0
2024;M;Давид;5;severnobanatska;0
2024;F;Дуња;6;severnobanatska;0
2024;M;Лука;6;severnobanatska;0
2024;F;Лена;7;severnobanatska;0
2024;M;Стефан;7;severnobanatska;0
2024;F;Мила;8;severnobanatska;0
2024;M;Адам;8;severnobanatska;0
2024;F;Уна;9;severnobanatska;0
2024;M;Бенце;9;severnobanatska;0
2024;F;Дарија;10;severnobanatska;0
2024;M;Душан;10;severnobanatska;0
2024;F;Софија;1;severnobacka;0
2024;M;Лука;1;severnobacka;0
2024;F;Тара;2;severnobacka;0
2024;M;Василије;2;severnobacka;0
2024;F;Теодора;3;severnobacka;0
2024;M;Лазар;3;severnobacka;0
2024;F;Ана;4;severnobacka;0
2024;M;Теодор;4;severnobacka;0
2024;F;Дуња;5;severnobacka;0
2024;M;Вукан;5;severnobacka;0
2024;F;Петра;6;severnobacka;0
2024;M;Урош;6;severnobacka;0
2024;F;Уна;7;severnobacka;0
2024;M;Алексеј;7;severnobacka;0
2024;F;Анђела;8;severnobacka;0
2024;M;Богдан;8;severnobacka;0
2024;F;Ема;9;severnobacka;0
2024;M;Вук;9;severnobacka;0
2024;F;Мила;10;severnobacka;0
2024;M;Доминик;10;severnobacka;0
2024;F;Софија;1;srednjobanatska;0
2024;M;Лука;1;srednjobanatska;0
2024;F;Уна;2;srednjobanatska;0
2024;M;Јован;2;srednjobanatska;0
2024;F;Мила;3;srednjobanatska;0
2024;M;Стефан;3;srednjobanatska;0
2024;F;Анђела;4;srednjobanatska;0
2024;M;Василије;4;srednjobanatska;0
2024;F;Ленка;5;srednjobanatska;0
2024;M;Михајло;5;srednjobanatska;0
2024;F;Сара;6;srednjobanatska;0
2024;M;Лазар;6;srednjobanatska;0
2024;F;Дуња;7;srednjobanatska;0
2024;M;Алекса;7;srednjobanatska;0
2024;F;Јана;8;srednjobanatska;0
2024;M;Богдан;8;srednjobanatska;0
2024;F;Николина;9;srednjobanatska;0
2024;M;Огњен;9;srednjobanatska;0
2024;F;Теодора;10;srednjobanatska;0
2024;M;Душан;10;srednjobanatska;0
2024;F;Софија;1;sremska;0
2024;M;Лазар;1;sremska;0
2024;F;Дуња;2;sremska;0
2024;M;Лука;2;sremska;0
2024;F;Милица;3;sremska;0
2024;M;Стефан;3;sremska;0
2024;F;Нађа;4;sremska;0
2024;M;Василије;4;sremska;0
2024;F;Теодора;5;sremska;0
2024;M;Михајло;5;sremska;0
2024;F;Ана;6;sremska;0
2024;M;Вукан;6;sremska;0
2024;F;Маша;7;sremska;0
2024;M;Богдан;7;sremska;0
2024;F;Марија;8;sremska;0
2024;M;Душан;8;sremska;0
2024;F;Мила;9;sremska;0
2024;M;Јован;9;sremska;0
2024;F;Николина;10;sremska;0
2024;M;Никола;10;sremska;0
2024;F;Милица;1;zlatiborska;0
2024;M;Василије;1;zlatiborska;0
2024;F;Софија;2;zlatiborska;0
2024;M;Лазар;2;zlatiborska;0
2024;F;Дуња;3;zlatiborska;0
2024;M;Богдан;3;zlatiborska;0
2024;F;Ђурђа;4;zlatiborska;0
2024;M;Вукан;4;zlatiborska;0
2024;F;Сара;5;zlatiborska;0
2024;M;Лука;5;zlatiborska;0
2024;F;Јана;6;zlatiborska;0
2024;M;Душан;6;zlatiborska;0
2024;F;Магдалена;7;zlatiborska;0
2024;M;Јаков;7;zlatiborska;0
2024;F;Анастасија;8;zlatiborska;0
2024;M;Алекса;8;zlatiborska;0
2024;F;Теодора;9;zlatiborska;0
2024;M;Петар;9;zlatiborska;0
2024;F;Хелена;10;zlatiborska;0
2024;M;Стефан;10;zlatiborska;0
2024;F;Софија;1;kolubarska;0
2024;M;Василије;1;kolubarska;0
2024;F;Магдалена;2;kolubarska;0
2024;M;Богдан;2;kolubarska;0
2024;F;Теодора;3;kolubarska;0
2024;M;Лука;3;kolubarska;0
2024;F;Дуња;4;kolubarska;0
2024;M;Лазар;4;kolubarska;0
2024;F;Ђурђа;5;kolubarska;0
2024;M;Вук;5;kolubarska;0
2024;F;Емилија;6;kolubarska;0
2024;M;Вукашин;6;kolubarska;0
2024;F;Хелена;7;kolubarska;0
2024;M;Јаков;7;kolubarska;0
2024;F;Неда;8;kolubarska;0
2024;M;Никола;8;kolubarska;0
2024;F;Милица;9;kolubarska;0
2024;M;Реља;9;kolubarska;0
2024;F;Јана;10;kolubarska;0
2024;M;Огњен;10;kolubarska;0
2024;F;Теодора;1;macvanska;0
2024;M;Василије;1;macvanska;0
2024;F;Софија;2;macvanska;0
2024;M;Богдан;2;macvanska;0
2024;F;Дуња;3;macvanska;0
2024;M;Лука;3;macvanska;0
2024;F;Јана;4;macvanska;0
2024;M;Лазар;4;macvanska;0
2024;F;Милица;5;macvanska;0
2024;M;Вукан;5;macvanska;0
2024;F;Нађа;6;macvanska;0
2024;M;Алексеј;6;macvanska;0
2024;F;Анастасија;7;macvanska;0
2024;M;Деспот;7;macvanska;0
2024;F;Анђела;8;macvanska;0
2024;M;Павле;8;macvanska;0
2024;F;Ленка;9;macvanska;0
2024;M;Никола;9;macvanska;0
2024;F;Маша;10;macvanska;0
2024;M;Алекса;10;macvanska;0
2024;F;Дуња;1;moravicka;0
2024;M;Василије;1;moravicka;0
2024;F;Софија;2;moravicka;0
2024;M;Богдан;2;moravicka;0
2024;F;Теодора;3;moravicka;0
2024;M;Лука;3;moravicka;0
2024;F;Нађа;4;moravicka;0
2024;M;Јаков;4;moravicka;0
2024;F;Ђурђа;5;moravicka;0
2024;M;Лазар;5;moravicka;0
2024;F;Даница;6;moravicka;0
2024;M;Алекса;6;moravicka;0
2024;F;Хелена;7;moravicka;0
2024;M;Вукан;7;moravicka;0
2024;F;Анастасија;8;moravicka;0
2024;M;Павле;8;moravicka;0
2024;F;Магдалена;9;moravicka;0
2024;M;Виктор;9;moravicka;0
2024;F;Маша;10;moravicka;0
2024;M;Вукашин;10;moravicka;0
2024;F;Петра;1;pomoravska;0
2024;M;Лука;1;pomoravska;0
2024;F;Софија;2;pomoravska;0
2024;M;Василије;2;pomoravska;0
2024;F;Мила;3;pomoravska;0
2024;M;Богдан;3;pomoravska;0
2024;F;Ленка;4;pomoravska;0
2024;M;Тадија;4;pomoravska;0
2024;F;Неда;5;pomoravska;0
2024;M;Вукан;5;pomoravska;0
2024;F;Николина;6;pomoravska;0
2024;M;Јаков;6;pomoravska;0
2024;F;Маша;7;pomoravska;0
2024;M;Лазар;7;pomoravska;0
2024;F;Хелена;8;pomoravska;0
2024;M;Павле;8;pomoravska;0
2024;F;Андреа;9;pomoravska;0
2024;M;Андреј;9;pomoravska;0
2024;F;Дуња;10;pomoravska;0
2024;M;Михајло;10;pomoravska;0
2024;F;Софија;1;rasinska;0
2024;M;Василије;1;rasinska;0
2024;F;Неда;2;rasinska;0
2024;M;Јаков;2;rasinska;0
2024;F;Дуња;3;rasinska;0
2024;M;Богдан;3;rasinska;0
2024;F;Искра;4;rasinska;0
2024;M;Вукан;4;rasinska;0
2024;F;Нађа;5;rasinska;0
2024;M;Лука;5;rasinska;0
2024;F;Сара;6;rasinska;0
2024;M;Михајло;6;rasinska;0
2024;F;Тара;7;rasinska;0
2024;M;Вукашин;7;rasinska;0
2024;F;Јана;8;rasinska;0
2024;M;Павле;8;rasinska;0
2024;F;Маша;9;rasinska;0
2024;M;Лазар;9;rasinska;0
2024;F;Теодора;10;rasinska;0
2024;M;Алекса;10;rasinska;0
2024;F;Асија;1;raska;0
2024;M;Богдан;1;raska;0
2024;F;Умеја;2;raska;0
2024;M;Василије;2;raska;0
2024;F;Мерјем;3;raska;0
2024;M;Јусуф;3;raska;0
2024;F;Богдана;4;raska;0
2024;M;Лука;4;raska;0
2024;F;Медина;5;raska;0
2024;M;Омер;5;raska;0
2024;F;Нађа;6;raska;0
2024;M;Ахмед;6;raska;0
2024;F;Дуња;7;raska;0
2024;M;Каид;7;raska;0
2024;F;Мина;8;raska;0
2024;M;Виктор;8;raska;0
2024;F;Ејна;9;raska;0
2024;M;Осман;9;raska;0
2024;F;Ема;10;raska;0
2024;M;Давуд;10;raska;0
2024;F;Софија;1;sumadijska;0
2024;M;Василије;1;sumadijska;0
2024;F;Петра;2;sumadijska;0
2024;M;Богдан;2;sumadijska;0
2024;F;Нађа;3;sumadijska;0
2024;M;Лука;3;sumadijska;0
2024;F;Дуња;4;sumadijska;0
2024;M;Павле;4;sumadijska;0
2024;F;Ленка;5;sumadijska;0
2024;M;Алекса;5;sumadijska;0
2024;F;Маша;6;sumadijska;0
2024;M;Вукан;6;sumadijska;0
2024;F;Мила;7;sumadijska;0
2024;M;Тадија;7;sumadijska;0
2024;F;Анастасија;8;sumadijska;0
2024;M;Јаков;8;sumadijska;0
2024;F;Николина;9;sumadijska;0
2024;M;Вук;9;sumadijska;0
2024;F;Тара;10;sumadijska;0
2024;M;Лазар;10;sumadijska;0
2024;F;Софија;1;borska;0
2024;M;Лазар;1;borska;0
2024;F;Дуња;2;borska;0
2024;M;Василије;2;borska;0
2024;F;Сара;3;borska;0
2024;M;Лука;3;borska;0
2024;F;Наталија;4;borska;0
2024;M;Јаков;4;borska;0
2024;F;Петра;5;borska;0
2024;M;Петар;5;borska;0
2024;F;Даница;6;borska;0
2024;M;Ђорђе;6;borska;0
2024;F;Ема;7;borska;0
2024;M;Алекса;7;borska;0
2024;F;Мила;8;borska;0
2024;M;Богдан;8;borska;0
2024;F;Доротеа;9;borska;0
2024;M;Урош;9;borska;0
2024;F;Јана;10;borska;0
2024;M;Душан;10;borska;0
2024;F;Мила;1;branicevska;0
2024;M;Богдан;1;branicevska;0
2024;F;Дуња;2;branicevska;0
2024;M;Лазар;2;branicevska;0
2024;F;Ленка;3;branicevska;0
2024;M;Василије;3;branicevska;0
2024;F;Анђелија;4;branicevska;0
2024;M;Петар;4;branicevska;0
2024;F;Лена;5;branicevska;0
2024;M;Лука;5;branicevska;0
2024;F;Софија;6;branicevska;0
2024;M;Јаков;6;branicevska;0
2024;F;Теодора;7;branicevska;0
2024;M;Михајло;7;branicevska;0
2024;F;Даница;8;branicevska;0
2024;M;Душан;8;branicevska;0
2024;F;Искра;9;branicevska;0
2024;M;Вукашин;9;branicevska;0
2024;F;Магдалена;10;branicevska;0
2024;M;Тадија;10;branicevska;0
2024;F;Софија;1;zajecarska;0
2024;M;Богдан;1;zajecarska;0
2024;F;Даница;2;zajecarska;0
2024;M;Вук;2;zajecarska;0
2024;F;Искра;3;zajecarska;0
2024;M;Јаков;3;zajecarska;0
2024;F;Магдалена;4;zajecarska;0
2024;M;Михајло;4;zajecarska;0
2024;F;Маша;5;zajecarska;0
2024;M;Василије;5;zajecarska;0
2024;F;Мила;6;zajecarska;0
2024;M;Павле;6;zajecarska;0
2024;F;Неда;7;zajecarska;0
2024;M;Димитрије;7;zajecarska;0
2024;F;Андреа;8;zajecarska;0
2024;M;Лазар;8;zajecarska;0
2024;F;Богдана;9;zajecarska;0
2024;M;Тадија;9;zajecarska;0
2024;F;Вера;10;zajecarska;0
2024;M;Виктор;10;zajecarska;0
2024;F;Дуња;1;jablanicka;0
2024;M;Василије;1;jablanicka;0
2024;F;Софија;2;jablanicka;0
2024;M;Богдан;2;jablanicka;0
2024;F;Мила;3;jablanicka;0
2024;M;Вукан;3;jablanicka;0
2024;F;Богдана;4;jablanicka;0
2024;M;Јаков;4;jablanicka;0
2024;F;Уна;5;jablanicka;0
2024;M;Лука;5;jablanicka;0
2024;F;Николина;6;jablanicka;0
2024;M;Илија;6;jablanicka;0
2024;F;Данка;7;jablanicka;0
2024;M;Тадија;7;jablanicka;0
2024;F;Теодора;8;jablanicka;0
2024;M;Вук;8;jablanicka;0
2024;F;Петра;9;jablanicka;0
2024;M;Реља;9;jablanicka;0
2024;F;Хелена;10;jablanicka;0
2024;M;Лазар;10;jablanicka;0
2024;F;Софија;1;nisavska;0
2024;M;Василије;1;nisavska;0
2024;F;Мила;2;nisavska;0
2024;M;Лука;2;nisavska;0
2024;F;Вера;3;nisavska;0
2024;M;Богдан;3;nisavska;0
2024;F;Искра;4;nisavska;0
2024;M;Лазар;4;nisavska;0
2024;F;Дуња;5;nisavska;0
2024;M;Вукан;5;nisavska;0
2024;F;Дарија;6;nisavska;0
2024;M;Вук;6;nisavska;0
2024;F;Маша;7;nisavska;0
2024;M;Виктор;7;nisavska;0
2024;F;Тара;8;nisavska;0
2024;M;Павле;8;nisavska;0
2024;F;Хелена;9;nisavska;0
2024;M;Јаков;9;nisavska;0
2024;F;Теодора;10;nisavska;0
2024;M;Сава;10;nisavska;0
2024;F;Хелена;1;pirotska;0
2024;M;Богдан;1;pirotska;0
2024;F;Вера;2;pirotska;0
2024;M;Вукан;2;pirotska;0
2024;F;Дуња;3;pirotska;0
2024;M;Лука;3;pirotska;0
2024;F;Теодора;4;pirotska;0
2024;M;Василије;4;pirotska;0
2024;F;Лена;5;pirotska;0
2024;M;Димитрије;5;pirotska;0
2024;F;Маша;6;pirotska;0
2024;M;Јаков;6;pirotska;0
2024;F;Мила;7;pirotska;0
2024;M;Петар;7;pirotska;0
2024;F;Ника;8;pirotska;0
2024;M;Страхиња;8;pirotska;0
2024;F;Уна;9;pirotska;0
2024;M;Филип;9;pirotska;0
2024;F;Анастасија;10;pirotska;0
2024;M;Новак;10;pirotska;0
2024;F;Софија;1;podunavska;0
2024;M;Василије;1;podunavska;0
2024;F;Дуња;2;podunavska;0
2024;M;Вукан;2;podunavska;0
2024;F;Даница;3;podunavska;0
2024;M;Лука;3;podunavska;0
2024;F;Мила;4;podunavska;0
2024;M;Јаков;4;podunavska;0
2024;F;Сара;5;podunavska;0
2024;M;Богдан;5;podunavska;0
2024;F;Теодора;6;podunavska;0
2024;M;Тадија;6;podunavska;0
2024;F;Хелена;7;podunavska;0
2024;M;Алекса;7;podunavska;0
2024;F;Анђелија;8;podunavska;0
2024;M;Вукашин;8;podunavska;0
2024;F;Николина;9;podunavska;0
2024;M;Лазар;9;podunavska;0
2024;F;Јана;10;podunavska;0
2024;M;Михајло;10;podunavska;0
2024;F;Мила;1;pcinjska;0
2024;M;Василије;1;pcinjska;0
2024;F;Софија;2;pcinjska;0
2024;M;Тадија;2;pcinjska;0
2024;F;Петра;3;pcinjska;0
2024;M;Богдан;3;pcinjska;0
2024;F;Даница;4;pcinjska;0
2024;M;Алекса;4;pcinjska;0
2024;F;Данка;5;pcinjska;0
2024;M;Лука;5;pcinjska;0
2024;F;Дуња;6;pcinjska;0
2024;M;Петар;6;pcinjska;0
2024;F;Хелена;7;pcinjska;0
2024;M;Вукан;7;pcinjska;0
2024;F;Магдалена;8;pcinjska;0
2024;M;Димитрије;8;pcinjska;0
2024;F;Уна;9;pcinjska;0
2024;M;Лазар;9;pcinjska;0
2024;F;Ива;10;pcinjska;0
2024;M;Михајло;10;pcinjska;0
2024;F;Ленка;1;toplicka;0
2024;M;Василије;1;toplicka;0
2024;F;Мила;2;toplicka;0
2024;M;Богдан;2;toplicka;0
2024;F;Николина;3;toplicka;0
2024;M;Алекса;3;toplicka;0
2024;F;Анђелија;4;toplicka;0
2024;M;Лука;4;toplicka;0
2024;F;Дуња;5;toplicka;0
2024;M;Андреј;5;toplicka;0
2024;F;Маша;6;toplicka;0
2024;M;Вукан;6;toplicka;0
2024;F;Нађа;7;toplicka;0
2024;M;Деспот;7;toplicka;0
2024;F;Софија;8;toplicka;0
2024;M;Јаков;8;toplicka;0
2024;F;Милица;9;toplicka;0
2024;M;Коста;9;toplicka;0
2024;F;Тара;10;toplicka;0
2024;M;Вукашин;10;toplicka;0
